id,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
2675,no checking,11,all paid,new car,684,<100,>=7,4,female div/dep/mar,none,2,real estate,36,bank,own,2,skilled,2,yes,yes,good
2676,<0,24,existing paid,education,1569,<100,1<=X<4,2,male single,co applicant,4,real estate,58,none,for free,1,high qualif/self emp/mgmt,1,none,yes,good
2677,no checking,60,existing paid,furniture/equipment,1680,<100,>=7,4,male single,none,2,car,28,none,own,1,unskilled resident,1,yes,yes,good
2678,0<=X<200,24,existing paid,new car,3566,<100,1<=X<4,3,female div/dep/mar,none,2,life insurance,38,none,own,1,unskilled resident,1,none,yes,good
2679,no checking,12,critical/other existing credit,new car,1474,no known savings,1<=X<4,2,female div/dep/mar,none,2,car,26,stores,rent,1,unemp/unskilled non res,2,yes,yes,good
2680,<0,9,existing paid,used car,4139,<100,1<=X<4,4,female div/dep/mar,guarantor,4,car,23,bank,own,2,skilled,1,none,yes,good
2681,<0,48,critical/other existing credit,domestic appliance,1098,<100,1<=X<4,3,male single,none,4,life insurance,31,none,own,1,skilled,1,none,no,bad
2682,<0,9,all paid,radio/tv,3148,<100,<1,2,male single,none,3,car,22,none,own,1,skilled,2,yes,yes,bad
2683,<0,15,critical/other existing credit,furniture/equipment,3711,<100,>=7,2,female div/dep/mar,none,3,no known property,31,none,own,1,unskilled resident,1,none,yes,bad
2684,>=200,18,critical/other existing credit,education,6458,<100,4<=X<7,4,male single,none,4,life insurance,26,none,own,2,unskilled resident,1,yes,yes,good
2685,no checking,8,critical/other existing credit,radio/tv,1424,<100,4<=X<7,4,male single,none,2,car,32,bank,for free,2,unskilled resident,1,yes,yes,bad
2686,>=200,15,existing paid,business,9398,<100,1<=X<4,4,male single,guarantor,2,no known property,30,none,own,1,skilled,1,none,yes,good
2687,no checking,36,existing paid,furniture/equipment,3213,<100,<1,3,male single,none,4,no known property,45,none,own,1,skilled,1,none,yes,good
2688,<0,36,existing paid,business,2631,500<=X<1000,>=7,4,male single,none,1,life insurance,37,none,own,1,skilled,1,none,yes,bad
2689,<0,36,existing paid,new car,1297,<100,>=7,4,male single,none,4,real estate,34,none,own,1,skilled,1,none,yes,good
2690,<0,12,critical/other existing credit,radio/tv,12579,no known savings,4<=X<7,2,male mar/wid,guarantor,4,life insurance,26,none,own,1,skilled,1,none,yes,good
2691,<0,13,existing paid,radio/tv,730,<100,>=7,4,male single,none,2,no known property,55,none,rent,2,unskilled resident,1,none,yes,good
2692,<0,6,delayed previously,new car,2197,<100,1<=X<4,4,male single,none,1,real estate,33,none,own,4,skilled,2,none,yes,good
2693,>=200,15,critical/other existing credit,new car,1231,<100,<1,4,male single,none,4,real estate,32,none,own,1,skilled,1,yes,yes,bad
2694,0<=X<200,18,existing paid,used car,7721,no known savings,<1,2,male single,none,2,real estate,37,none,own,1,skilled,1,none,yes,good
2695,no checking,18,existing paid,new car,18424,<100,>=7,3,male single,none,4,no known property,36,bank,own,1,skilled,2,none,yes,bad
2696,<0,60,existing paid,radio/tv,3965,no known savings,4<=X<7,4,female div/dep/mar,none,4,no known property,19,none,own,1,unskilled resident,2,yes,yes,bad
2697,>=200,9,existing paid,radio/tv,763,no known savings,1<=X<4,2,female div/dep/mar,none,4,real estate,27,none,rent,1,skilled,1,none,yes,good
2698,>=200,12,delayed previously,radio/tv,2214,no known savings,1<=X<4,1,male single,none,2,real estate,27,none,own,1,skilled,1,yes,yes,good
2699,<0,12,existing paid,new car,5866,>=1000,>=7,1,male single,none,1,no known property,47,none,own,1,skilled,1,none,yes,good
2700,no checking,24,delayed previously,radio/tv,2476,500<=X<1000,1<=X<4,4,female div/dep/mar,guarantor,4,life insurance,46,bank,for free,1,skilled,1,none,yes,good
2701,no checking,10,delayed previously,new car,1366,<100,<1,4,male single,none,2,no known property,50,none,for free,1,skilled,1,none,yes,bad
2702,0<=X<200,20,existing paid,furniture/equipment,2578,<100,4<=X<7,4,male single,none,1,car,36,none,own,1,skilled,1,none,yes,bad
2703,0<=X<200,18,existing paid,furniture/equipment,1409,<100,4<=X<7,1,male single,none,3,no known property,35,none,rent,1,skilled,1,none,yes,good
2704,no checking,42,critical/other existing credit,education,7393,<100,>=7,2,male single,none,2,real estate,33,none,rent,2,skilled,1,none,yes,good
2705,<0,24,critical/other existing credit,new car,3069,<100,1<=X<4,4,male single,co applicant,1,real estate,41,none,own,2,unskilled resident,1,yes,yes,good
2706,no checking,30,delayed previously,education,4679,<100,4<=X<7,4,male single,none,4,real estate,36,bank,own,2,skilled,1,none,yes,good
2707,0<=X<200,12,critical/other existing credit,radio/tv,5804,<100,1<=X<4,4,female div/dep/mar,none,2,no known property,75,bank,for free,1,high qualif/self emp/mgmt,1,none,yes,bad
2708,<0,21,critical/other existing credit,business,6416,no known savings,1<=X<4,2,female div/dep/mar,none,4,car,36,bank,for free,1,skilled,2,none,yes,good
2709,0<=X<200,15,existing paid,radio/tv,1919,100<=X<500,<1,4,male single,none,4,real estate,51,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
2710,no checking,6,critical/other existing credit,business,4583,<100,>=7,2,male mar/wid,guarantor,1,real estate,26,bank,own,4,skilled,2,none,yes,good
2711,no checking,24,critical/other existing credit,business,6403,500<=X<1000,1<=X<4,3,male mar/wid,none,3,real estate,32,bank,own,1,high qualif/self emp/mgmt,1,none,yes,bad
2712,no checking,30,existing paid,new car,1361,no known savings,1<=X<4,4,male single,none,1,car,47,none,own,1,skilled,1,none,yes,good
2713,0<=X<200,15,existing paid,furniture/equipment,362,<100,4<=X<7,4,male single,none,4,life insurance,42,stores,own,2,high qualif/self emp/mgmt,1,none,yes,bad
2714,<0,12,delayed previously,radio/tv,1275,<100,1<=X<4,4,male single,none,4,life insurance,25,none,for free,1,skilled,1,none,yes,good
2715,no checking,24,existing paid,new car,3062,<100,>=7,1,male single,co applicant,3,life insurance,35,none,own,2,skilled,1,none,yes,good
2716,0<=X<200,10,delayed previously,business,3186,no known savings,1<=X<4,4,male single,guarantor,3,life insurance,37,none,rent,1,skilled,1,none,yes,bad
2717,no checking,30,delayed previously,new car,4281,<100,1<=X<4,4,male single,guarantor,1,real estate,37,none,own,1,skilled,1,none,yes,bad
2718,no checking,24,existing paid,used car,4042,>=1000,unemployed,2,male single,none,2,no known property,36,none,own,1,skilled,1,none,yes,good
2719,<0,6,existing paid,business,3599,no known savings,1<=X<4,1,male single,none,1,car,47,none,for free,1,skilled,1,none,yes,bad
2720,0<=X<200,21,critical/other existing credit,new car,6761,<100,1<=X<4,4,male single,none,3,car,36,none,own,1,skilled,2,yes,yes,bad
2721,0<=X<200,24,existing paid,furniture/equipment,4591,<100,1<=X<4,2,female div/dep/mar,none,4,no known property,55,none,own,1,skilled,1,none,yes,good
2722,no checking,13,critical/other existing credit,furniture/equipment,1056,<100,>=7,4,male mar/wid,none,3,real estate,27,bank,own,1,skilled,1,none,yes,good
2723,0<=X<200,18,existing paid,business,7057,<100,>=7,4,female div/dep/mar,none,3,no known property,36,none,own,1,skilled,1,none,yes,good
2724,no checking,24,critical/other existing credit,new car,2647,<100,<1,1,male single,none,3,real estate,32,none,rent,1,skilled,1,none,yes,bad
2725,0<=X<200,15,critical/other existing credit,radio/tv,4110,>=1000,1<=X<4,4,female div/dep/mar,guarantor,2,real estate,47,none,own,1,skilled,1,none,yes,bad
2726,>=200,10,existing paid,radio/tv,884,<100,1<=X<4,2,male single,none,2,real estate,52,none,for free,2,skilled,1,none,yes,bad
2727,0<=X<200,6,existing paid,new car,1592,<100,unemployed,2,female div/dep/mar,none,4,life insurance,33,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
2728,0<=X<200,12,existing paid,education,11998,<100,<1,2,male single,none,2,real estate,29,none,own,2,skilled,1,yes,yes,good
2729,no checking,36,all paid,new car,409,<100,>=7,4,male single,none,2,car,27,stores,own,2,unskilled resident,1,none,yes,good
2730,<0,18,existing paid,new car,3108,<100,1<=X<4,2,female div/dep/mar,none,2,car,39,none,own,1,unskilled resident,1,none,no,good
2731,0<=X<200,24,existing paid,business,8318,100<=X<500,>=7,4,female div/dep/mar,co applicant,4,car,25,none,own,2,skilled,1,none,yes,good
2732,no checking,36,no credits/all paid,retraining,3620,<100,<1,4,male single,none,2,car,27,none,own,1,skilled,1,yes,yes,bad
2733,0<=X<200,12,critical/other existing credit,education,2108,<100,1<=X<4,4,male single,none,4,car,40,none,own,1,skilled,1,none,yes,good
2734,no checking,27,existing paid,radio/tv,1262,500<=X<1000,4<=X<7,2,female div/dep/mar,none,1,life insurance,50,none,own,2,unskilled resident,1,yes,yes,bad
2735,0<=X<200,24,delayed previously,other,1262,no known savings,<1,1,female div/dep/mar,none,1,real estate,39,none,own,1,skilled,1,yes,yes,bad
2736,no checking,36,critical/other existing credit,new car,1574,<100,4<=X<7,2,male single,none,3,car,33,none,own,1,skilled,2,none,yes,bad
2737,<0,36,no credits/all paid,new car,1048,100<=X<500,1<=X<4,4,male single,none,4,life insurance,34,none,own,2,unskilled resident,1,yes,yes,good
2738,<0,12,existing paid,radio/tv,1568,<100,>=7,4,male div/sep,none,4,car,43,none,rent,1,unskilled resident,1,yes,yes,good
2739,no checking,12,critical/other existing credit,new car,1659,<100,<1,2,female div/dep/mar,none,4,real estate,27,none,own,2,unskilled resident,1,none,yes,good
2740,no checking,18,critical/other existing credit,used car,2108,no known savings,4<=X<7,4,female div/dep/mar,none,2,car,36,none,for free,1,skilled,1,none,yes,good
2741,no checking,12,existing paid,business,2241,<100,1<=X<4,4,female div/dep/mar,none,1,car,27,none,rent,1,unskilled resident,1,none,yes,good
2742,0<=X<200,48,existing paid,radio/tv,909,no known savings,>=7,4,female div/dep/mar,guarantor,4,car,30,none,own,2,skilled,1,yes,yes,good
2743,no checking,36,existing paid,radio/tv,1245,<100,1<=X<4,2,male single,none,3,car,47,none,own,2,skilled,1,yes,yes,bad
2744,0<=X<200,12,no credits/all paid,radio/tv,3123,<100,>=7,1,male div/sep,none,4,car,23,none,for free,2,skilled,1,yes,yes,bad
2745,0<=X<200,6,all paid,radio/tv,931,<100,1<=X<4,2,male single,none,4,car,22,stores,own,1,unskilled resident,1,yes,yes,bad
2746,0<=X<200,36,critical/other existing credit,radio/tv,1520,<100,1<=X<4,2,female div/dep/mar,none,4,life insurance,43,none,own,1,skilled,1,none,yes,good
2747,0<=X<200,18,existing paid,business,6350,<100,1<=X<4,4,male single,none,4,car,48,none,own,1,skilled,2,none,yes,good
2748,no checking,24,existing paid,new car,1168,<100,>=7,4,male single,none,2,no known property,67,none,own,2,unskilled resident,1,yes,yes,good
2749,<0,24,all paid,furniture/equipment,1198,<100,1<=X<4,2,male single,none,2,car,27,none,own,1,high qualif/self emp/mgmt,2,none,yes,bad
2750,<0,12,existing paid,used car,4439,<100,4<=X<7,2,male single,co applicant,3,car,37,none,rent,1,skilled,1,none,yes,bad
2751,no checking,36,existing paid,new car,250,<100,1<=X<4,3,male single,none,2,car,31,none,own,1,skilled,1,none,yes,good
2752,no checking,24,critical/other existing credit,radio/tv,2924,<100,>=7,4,male single,none,4,no known property,28,none,own,1,skilled,1,none,yes,good
2753,no checking,8,existing paid,furniture/equipment,1980,500<=X<1000,<1,1,male single,co applicant,3,life insurance,64,none,for free,1,skilled,2,yes,yes,good
2754,<0,60,critical/other existing credit,new car,1347,<100,>=7,2,male single,none,4,car,24,none,own,1,skilled,1,none,yes,bad
2755,no checking,12,existing paid,new car,2901,500<=X<1000,>=7,2,male single,none,2,life insurance,33,none,own,2,skilled,1,none,yes,good
2756,0<=X<200,18,existing paid,used car,2625,no known savings,4<=X<7,1,male single,none,4,life insurance,22,none,own,1,skilled,1,yes,yes,good
2757,no checking,36,existing paid,radio/tv,902,no known savings,1<=X<4,4,female div/dep/mar,none,4,real estate,37,bank,rent,2,skilled,1,yes,yes,good
2758,<0,12,existing paid,used car,276,500<=X<1000,1<=X<4,4,female div/dep/mar,none,2,car,27,none,own,2,skilled,1,none,yes,good
2759,0<=X<200,18,existing paid,other,4272,<100,<1,4,male single,guarantor,1,no known property,20,bank,own,2,skilled,1,yes,yes,good
2760,no checking,12,critical/other existing credit,furniture/equipment,1169,no known savings,<1,3,male single,none,4,no known property,24,none,own,1,skilled,1,none,yes,good
2761,no checking,12,existing paid,radio/tv,1275,<100,1<=X<4,4,female div/dep/mar,none,4,no known property,43,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad
2762,no checking,18,critical/other existing credit,furniture/equipment,1514,<100,>=7,1,male single,none,2,life insurance,30,none,own,1,skilled,1,yes,yes,good
2763,no checking,24,all paid,radio/tv,1343,100<=X<500,1<=X<4,4,male single,none,2,car,27,none,own,1,skilled,1,none,yes,good
2764,0<=X<200,18,existing paid,radio/tv,5943,100<=X<500,<1,3,female div/dep/mar,none,4,car,24,none,own,1,unskilled resident,1,yes,yes,good
2765,<0,9,critical/other existing credit,business,1402,<100,1<=X<4,3,male single,none,2,car,31,none,own,1,skilled,1,yes,yes,good
2766,0<=X<200,12,existing paid,used car,1361,<100,1<=X<4,1,male div/sep,none,2,life insurance,65,none,own,2,skilled,1,yes,yes,good
2767,<0,12,critical/other existing credit,radio/tv,2679,<100,<1,4,male div/sep,none,2,life insurance,34,bank,own,1,skilled,1,none,yes,good
2768,no checking,6,existing paid,used car,4530,100<=X<500,1<=X<4,2,female div/dep/mar,none,2,real estate,38,none,rent,2,high qualif/self emp/mgmt,1,none,yes,good
2769,<0,30,existing paid,education,3915,<100,4<=X<7,3,female div/dep/mar,co applicant,1,car,30,stores,own,1,unskilled resident,1,none,yes,good
2770,no checking,15,existing paid,education,3380,<100,<1,4,male single,none,2,no known property,55,none,own,2,unskilled resident,1,yes,yes,bad
2771,0<=X<200,18,existing paid,new car,3565,no known savings,1<=X<4,1,female div/dep/mar,none,4,life insurance,30,bank,own,1,unskilled resident,2,none,yes,good
2772,0<=X<200,7,existing paid,radio/tv,9857,>=1000,>=7,1,male single,guarantor,4,real estate,48,none,own,1,skilled,1,none,yes,good
2773,<0,10,existing paid,furniture/equipment,4594,no known savings,1<=X<4,4,male single,none,3,car,28,bank,rent,1,skilled,1,none,yes,good
2774,<0,48,critical/other existing credit,business,1413,<100,4<=X<7,4,male single,none,4,car,28,none,for free,2,unskilled resident,1,none,yes,good
2775,<0,45,existing paid,education,1533,100<=X<500,1<=X<4,3,male single,none,4,car,35,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
2776,<0,30,existing paid,used car,3368,no known savings,1<=X<4,4,female div/dep/mar,none,1,no known property,54,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
2777,>=200,12,existing paid,radio/tv,8358,<100,1<=X<4,2,male mar/wid,none,2,life insurance,26,none,rent,1,skilled,1,none,yes,bad
2778,>=200,24,all paid,used car,4463,100<=X<500,<1,4,female div/dep/mar,none,4,real estate,22,none,own,1,skilled,1,yes,yes,good
2779,<0,12,existing paid,new car,1386,<100,>=7,2,male single,none,4,car,30,none,own,1,skilled,2,yes,yes,good
2780,<0,15,existing paid,furniture/equipment,1950,no known savings,1<=X<4,1,male single,none,2,real estate,26,bank,own,2,high qualif/self emp/mgmt,1,none,yes,bad
2781,no checking,60,delayed previously,new car,3914,500<=X<1000,>=7,1,male single,none,3,life insurance,45,none,own,1,skilled,1,none,yes,bad
2782,<0,36,critical/other existing credit,furniture/equipment,3447,no known savings,4<=X<7,3,male single,none,2,life insurance,26,none,for free,2,skilled,1,none,yes,good
2783,no checking,15,existing paid,education,727,<100,1<=X<4,2,male single,none,4,car,28,none,rent,2,unskilled resident,1,none,yes,bad
2784,>=200,24,existing paid,radio/tv,3079,<100,4<=X<7,3,male single,none,2,no known property,33,none,rent,3,high qualif/self emp/mgmt,1,yes,yes,good
2785,0<=X<200,36,existing paid,other,5743,<100,>=7,4,female div/dep/mar,none,4,car,40,none,own,1,unskilled resident,1,yes,yes,good
2786,<0,9,no credits/all paid,furniture/equipment,2670,100<=X<500,1<=X<4,1,male single,none,1,real estate,23,none,rent,1,skilled,1,yes,yes,good
2787,<0,42,existing paid,radio/tv,2002,no known savings,1<=X<4,4,male mar/wid,none,2,life insurance,20,none,own,1,skilled,2,yes,yes,good
2788,0<=X<200,18,all paid,other,1864,<100,<1,4,male div/sep,none,4,car,31,none,own,1,unskilled resident,1,none,yes,good
2789,<0,24,critical/other existing credit,radio/tv,802,<100,4<=X<7,4,male single,co applicant,2,life insurance,42,bank,own,1,unskilled resident,1,yes,yes,good
2790,no checking,18,existing paid,new car,6078,<100,1<=X<4,1,male single,none,4,no known property,27,none,own,2,skilled,1,none,yes,good
2791,>=200,12,existing paid,business,9157,500<=X<1000,<1,1,male single,none,4,car,29,none,own,1,unskilled resident,1,none,yes,bad
2792,0<=X<200,24,critical/other existing credit,furniture/equipment,2141,<100,unemployed,3,female div/dep/mar,none,4,real estate,20,none,own,2,unskilled resident,2,none,yes,good
2793,>=200,10,existing paid,education,1882,<100,<1,4,male single,none,4,car,31,bank,own,1,skilled,1,yes,yes,good
2794,no checking,12,all paid,furniture/equipment,1935,no known savings,>=7,3,male single,none,2,car,51,none,own,1,skilled,2,yes,yes,bad
2795,no checking,42,critical/other existing credit,business,6361,500<=X<1000,unemployed,3,male single,none,2,car,75,none,own,2,skilled,1,yes,yes,bad
2796,no checking,4,critical/other existing credit,radio/tv,7721,<100,>=7,4,male single,none,1,car,42,none,rent,2,skilled,1,none,yes,good
2797,<0,36,critical/other existing credit,radio/tv,4165,no known savings,>=7,4,male single,guarantor,3,car,29,none,rent,1,unskilled resident,1,yes,yes,bad
2798,<0,48,existing paid,education,2901,<100,<1,4,female div/dep/mar,none,4,real estate,57,none,own,1,skilled,1,none,yes,bad
2799,<0,24,existing paid,radio/tv,7814,<100,>=7,4,male single,none,2,real estate,26,none,own,2,skilled,1,yes,yes,bad
