id,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
2027,no checking,24,critical/other existing credit,domestic appliance,4113,100<=X<500,4<=X<7,2,female div/dep/mar,guarantor,4,real estate,53,none,own,2,skilled,1,yes,no,good
2028,<0,12,existing paid,new car,15672,500<=X<1000,>=7,4,male single,none,2,car,35,none,own,1,skilled,2,none,yes,bad
2029,0<=X<200,48,critical/other existing credit,business,2859,<100,unemployed,4,male single,none,3,no known property,23,bank,own,1,skilled,1,yes,yes,good
2030,no checking,10,existing paid,radio/tv,959,<100,1<=X<4,2,female div/dep/mar,none,2,real estate,20,none,own,1,skilled,1,yes,yes,good
2031,<0,12,all paid,business,1657,100<=X<500,<1,4,male single,none,4,life insurance,41,none,own,2,skilled,1,none,yes,good
2032,<0,48,existing paid,furniture/equipment,3976,<100,>=7,3,male div/sep,none,2,no known property,53,stores,own,2,skilled,1,none,yes,good
2033,no checking,36,no credits/all paid,radio/tv,951,500<=X<1000,4<=X<7,4,male single,none,4,life insurance,28,bank,own,1,unskilled resident,1,yes,yes,good
2034,0<=X<200,12,existing paid,furniture/equipment,4281,<100,1<=X<4,4,male single,none,1,life insurance,21,stores,own,2,skilled,1,yes,yes,good
2035,>=200,48,existing paid,furniture/equipment,2301,100<=X<500,unemployed,4,male single,none,4,life insurance,66,none,own,1,skilled,1,yes,yes,bad
2036,no checking,15,existing paid,new car,14179,<100,4<=X<7,4,male single,none,4,car,23,bank,own,2,unskilled resident,1,none,yes,good
2037,0<=X<200,36,critical/other existing credit,radio/tv,1204,<100,>=7,3,male single,none,1,car,28,none,own,1,skilled,1,yes,yes,bad
2038,0<=X<200,18,critical/other existing credit,radio/tv,3868,no known savings,>=7,4,male single,none,4,real estate,37,none,own,1,skilled,1,yes,yes,bad
2039,<0,18,critical/other existing credit,repairs,2375,no known savings,<1,4,male single,none,2,car,29,none,own,1,skilled,1,yes,yes,bad
2040,no checking,12,existing paid,business,6887,500<=X<1000,4<=X<7,4,female div/dep/mar,none,2,real estate,23,none,for free,1,skilled,2,none,yes,bad
2041,no checking,9,critical/other existing credit,new car,1532,<100,1<=X<4,2,female div/dep/mar,none,4,car,21,none,own,1,unemp/unskilled non res,1,yes,yes,bad
2042,0<=X<200,36,existing paid,new car,1940,<100,4<=X<7,2,male single,none,3,no known property,30,none,own,2,skilled,1,none,yes,good
2043,<0,24,delayed previously,new car,1919,<100,4<=X<7,4,female div/dep/mar,none,2,life insurance,25,none,own,1,high qualif/self emp/mgmt,2,yes,yes,good
2044,<0,12,existing paid,radio/tv,7238,<100,>=7,4,female div/dep/mar,none,4,car,40,none,rent,2,unemp/unskilled non res,2,none,yes,good
2045,0<=X<200,24,existing paid,radio/tv,7432,no known savings,1<=X<4,4,male mar/wid,none,2,car,35,none,own,1,skilled,1,yes,no,bad
2046,<0,12,existing paid,retraining,2039,<100,>=7,4,male single,guarantor,2,car,29,none,own,1,skilled,1,none,yes,bad
2047,no checking,60,critical/other existing credit,domestic appliance,1231,>=1000,1<=X<4,3,female div/dep/mar,none,3,life insurance,38,none,own,1,skilled,1,none,yes,good
2048,0<=X<200,12,existing paid,furniture/equipment,1961,<100,<1,1,male single,none,1,car,24,none,for free,1,unskilled resident,1,none,yes,good
2049,no checking,9,critical/other existing credit,new car,448,500<=X<1000,>=7,4,male single,none,2,real estate,63,none,rent,1,skilled,1,yes,yes,good
2050,no checking,12,existing paid,radio/tv,4657,>=1000,>=7,4,male single,none,2,real estate,26,none,own,2,skilled,1,none,yes,good
2051,no checking,12,critical/other existing credit,furniture/equipment,2360,<100,1<=X<4,3,male div/sep,none,4,car,42,none,own,2,skilled,1,none,yes,bad
2052,0<=X<200,15,existing paid,radio/tv,9157,<100,1<=X<4,1,female div/dep/mar,none,4,car,35,none,for free,2,skilled,1,yes,no,good
2053,no checking,18,existing paid,retraining,1221,<100,1<=X<4,4,male single,none,4,real estate,36,bank,own,1,skilled,1,yes,yes,good
2054,no checking,28,no credits/all paid,new car,7855,>=1000,4<=X<7,1,male single,none,2,car,26,none,own,1,skilled,1,yes,yes,good
2055,0<=X<200,12,existing paid,repairs,1217,<100,1<=X<4,3,male div/sep,none,3,car,23,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
2056,<0,21,all paid,radio/tv,697,<100,unemployed,1,male single,none,4,life insurance,29,bank,own,1,skilled,2,none,yes,bad
2057,no checking,18,existing paid,furniture/equipment,1659,<100,>=7,4,male single,co applicant,3,life insurance,44,bank,own,2,unskilled resident,1,yes,yes,bad
2058,<0,6,critical/other existing credit,furniture/equipment,1366,<100,>=7,4,male div/sep,none,4,car,64,none,for free,2,unskilled resident,1,none,yes,good
2059,0<=X<200,36,critical/other existing credit,repairs,2622,<100,>=7,2,female div/dep/mar,none,2,car,25,none,own,1,skilled,2,none,yes,good
2060,<0,6,delayed previously,business,2333,<100,>=7,4,male single,none,4,car,40,none,for free,2,skilled,2,yes,yes,good
2061,no checking,24,critical/other existing credit,used car,790,<100,<1,2,male single,none,1,life insurance,27,none,own,2,skilled,1,yes,yes,good
2062,no checking,36,existing paid,business,3017,no known savings,>=7,4,male mar/wid,none,4,real estate,32,none,rent,2,skilled,1,none,no,good
2063,0<=X<200,27,critical/other existing credit,domestic appliance,2100,no known savings,<1,4,female div/dep/mar,none,1,car,22,none,for free,1,skilled,2,none,yes,bad
2064,<0,12,critical/other existing credit,education,6967,<100,<1,3,female div/dep/mar,none,2,car,46,none,own,1,unskilled resident,2,none,yes,good
2065,no checking,48,existing paid,business,338,>=1000,<1,3,male single,co applicant,3,no known property,36,bank,own,2,skilled,1,none,yes,good
2066,0<=X<200,21,critical/other existing credit,education,1308,<100,>=7,1,male single,none,4,car,22,none,own,2,skilled,2,none,yes,good
2067,<0,21,existing paid,used car,1979,100<=X<500,4<=X<7,3,male single,none,1,real estate,36,none,own,2,unskilled resident,1,yes,yes,bad
2068,0<=X<200,10,existing paid,new car,682,<100,>=7,3,female div/dep/mar,none,4,no known property,54,none,own,1,skilled,1,none,yes,good
2069,0<=X<200,6,critical/other existing credit,new car,2325,<100,unemployed,2,female div/dep/mar,none,4,car,47,stores,rent,1,high qualif/self emp/mgmt,1,none,yes,good
2070,<0,48,existing paid,new car,3621,<100,>=7,4,male single,none,4,real estate,32,none,own,1,skilled,2,yes,yes,good
2071,no checking,6,critical/other existing credit,radio/tv,2978,>=1000,1<=X<4,4,female div/dep/mar,none,4,life insurance,42,bank,own,1,unskilled resident,1,none,yes,good
2072,<0,24,existing paid,furniture/equipment,1126,no known savings,>=7,3,male single,none,2,life insurance,36,none,rent,2,skilled,1,none,yes,good
2073,0<=X<200,30,existing paid,new car,846,<100,4<=X<7,4,male single,none,2,car,29,none,own,1,skilled,1,yes,yes,bad
2074,<0,18,existing paid,new car,1409,<100,1<=X<4,2,male single,none,4,car,31,none,own,1,skilled,1,yes,no,good
2075,<0,12,no credits/all paid,used car,1209,<100,<1,4,male mar/wid,none,1,car,31,none,own,2,unskilled resident,1,none,yes,good
2076,<0,24,critical/other existing credit,domestic appliance,2251,<100,>=7,1,female div/dep/mar,none,2,real estate,28,none,own,2,unskilled resident,1,yes,yes,good
2077,0<=X<200,12,critical/other existing credit,education,6199,<100,4<=X<7,4,male single,none,4,no known property,42,bank,for free,1,skilled,1,none,yes,good
2078,no checking,8,existing paid,radio/tv,652,no known savings,1<=X<4,3,male single,none,2,life insurance,40,none,for free,1,skilled,2,yes,yes,good
2079,<0,27,existing paid,used car,4463,<100,<1,3,female div/dep/mar,none,1,life insurance,25,none,own,3,skilled,1,none,yes,good
2080,no checking,11,critical/other existing credit,furniture/equipment,1908,<100,1<=X<4,2,female div/dep/mar,none,2,no known property,49,bank,own,2,skilled,1,yes,yes,good
2081,no checking,12,existing paid,radio/tv,1867,500<=X<1000,1<=X<4,2,female div/dep/mar,none,1,car,28,none,own,1,skilled,1,none,yes,good
2082,no checking,12,existing paid,new car,1453,<100,4<=X<7,4,female div/dep/mar,none,4,car,33,none,own,1,unemp/unskilled non res,1,none,yes,good
2083,no checking,36,existing paid,radio/tv,1533,<100,1<=X<4,2,female div/dep/mar,none,4,car,47,bank,rent,2,high qualif/self emp/mgmt,1,none,yes,good
2084,0<=X<200,24,critical/other existing credit,radio/tv,2116,<100,unemployed,4,male single,none,4,life insurance,28,none,rent,1,skilled,1,yes,yes,bad
2085,<0,9,delayed previously,business,3535,<100,1<=X<4,4,male div/sep,none,4,car,63,none,own,2,skilled,1,none,yes,good
2086,no checking,12,existing paid,radio/tv,1056,500<=X<1000,<1,3,female div/dep/mar,none,4,life insurance,32,stores,own,2,unskilled resident,1,none,yes,good
2087,<0,18,critical/other existing credit,radio/tv,1819,no known savings,4<=X<7,2,male single,none,4,life insurance,24,none,rent,1,high qualif/self emp/mgmt,1,none,yes,good
2088,no checking,36,existing paid,radio/tv,2051,<100,>=7,2,female div/dep/mar,none,4,car,32,none,rent,1,skilled,1,yes,yes,good
2089,<0,12,existing paid,new car,1881,<100,>=7,1,male single,none,2,car,38,none,own,1,unskilled resident,1,none,yes,good
2090,0<=X<200,10,existing paid,furniture/equipment,932,500<=X<1000,1<=X<4,3,male single,none,4,life insurance,51,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
2091,0<=X<200,24,existing paid,used car,2225,<100,>=7,1,male single,none,3,car,22,none,own,1,skilled,1,none,yes,good
2092,no checking,36,existing paid,used car,10961,no known savings,<1,1,male div/sep,none,2,no known property,26,none,own,1,high qualif/self emp/mgmt,2,yes,yes,bad
2093,<0,24,existing paid,new car,2122,100<=X<500,>=7,2,female div/dep/mar,none,1,car,28,none,rent,1,skilled,1,none,yes,bad
2094,<0,8,critical/other existing credit,furniture/equipment,3990,100<=X<500,4<=X<7,1,male single,co applicant,4,real estate,30,none,rent,1,skilled,2,yes,yes,bad
2095,no checking,24,critical/other existing credit,new car,3844,100<=X<500,>=7,4,male single,none,2,car,27,none,own,4,unskilled resident,1,none,yes,good
2096,<0,18,existing paid,furniture/equipment,1881,>=1000,>=7,4,female div/dep/mar,none,4,car,43,none,own,1,unskilled resident,1,none,yes,good
2097,0<=X<200,12,delayed previously,education,2580,>=1000,1<=X<4,4,male single,none,1,car,32,bank,own,1,unskilled resident,1,none,yes,good
2098,0<=X<200,24,existing paid,new car,2579,100<=X<500,>=7,1,male single,none,4,no known property,36,bank,own,1,skilled,1,none,yes,bad
2099,no checking,15,existing paid,furniture/equipment,1344,<100,4<=X<7,3,male single,co applicant,2,car,31,none,own,1,unskilled resident,2,yes,yes,good
2100,<0,12,existing paid,radio/tv,1842,500<=X<1000,>=7,2,male single,none,4,real estate,36,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
2101,0<=X<200,24,critical/other existing credit,radio/tv,8318,100<=X<500,>=7,4,male single,none,3,real estate,28,none,own,1,skilled,1,yes,yes,bad
2102,0<=X<200,24,existing paid,new car,976,100<=X<500,4<=X<7,3,male single,none,4,life insurance,54,none,rent,1,unskilled resident,1,none,yes,bad
2103,0<=X<200,36,existing paid,radio/tv,1940,<100,1<=X<4,4,male mar/wid,none,2,car,28,bank,rent,2,skilled,1,none,yes,good
2104,no checking,12,existing paid,radio/tv,1778,<100,>=7,2,male single,none,4,no known property,45,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,good
2105,no checking,42,existing paid,new car,1766,500<=X<1000,<1,2,male single,none,2,real estate,26,none,own,1,skilled,1,yes,yes,good
2106,0<=X<200,24,no credits/all paid,new car,1928,500<=X<1000,>=7,3,female div/dep/mar,none,4,car,35,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,bad
2107,>=200,20,existing paid,repairs,2745,<100,>=7,4,female div/dep/mar,none,4,car,47,none,own,1,unskilled resident,2,none,yes,good
2108,<0,6,critical/other existing credit,used car,2831,<100,unemployed,4,female div/dep/mar,none,4,car,27,bank,own,2,skilled,1,yes,yes,good
2109,<0,24,existing paid,radio/tv,6872,<100,1<=X<4,3,male mar/wid,none,1,life insurance,27,none,own,3,skilled,1,none,yes,good
2110,no checking,24,existing paid,radio/tv,1884,<100,1<=X<4,4,male single,none,3,life insurance,24,none,own,1,skilled,1,none,yes,good
2111,0<=X<200,12,existing paid,domestic appliance,2397,<100,>=7,4,male single,guarantor,2,car,44,bank,own,1,skilled,2,none,yes,bad
2112,no checking,18,existing paid,used car,1495,<100,<1,2,male single,none,2,no known property,27,none,own,1,unskilled resident,2,none,yes,good
2113,<0,12,existing paid,education,6527,<100,1<=X<4,1,female div/dep/mar,none,2,no known property,65,none,rent,1,skilled,1,yes,yes,good
2114,no checking,18,delayed previously,new car,2292,<100,1<=X<4,3,female div/dep/mar,none,2,no known property,43,none,rent,1,unskilled resident,1,yes,yes,good
2115,no checking,15,no credits/all paid,furniture/equipment,1938,<100,4<=X<7,1,male single,none,2,car,36,none,own,1,skilled,1,yes,yes,good
2116,no checking,6,existing paid,business,2012,100<=X<500,4<=X<7,2,male single,none,4,real estate,24,none,own,1,unskilled resident,1,none,no,good
2117,<0,48,all paid,radio/tv,1961,100<=X<500,4<=X<7,2,male single,none,4,real estate,45,none,own,1,skilled,1,none,yes,good
2118,0<=X<200,9,critical/other existing credit,furniture/equipment,5324,<100,>=7,3,male single,none,2,car,25,none,for free,4,skilled,1,yes,yes,good
2119,no checking,15,critical/other existing credit,radio/tv,2835,<100,<1,4,female div/dep/mar,none,1,car,42,bank,own,1,high qualif/self emp/mgmt,1,none,yes,bad
2120,0<=X<200,12,existing paid,business,1473,<100,4<=X<7,2,female div/dep/mar,none,4,life insurance,37,none,rent,2,unskilled resident,1,none,yes,good
2121,no checking,15,existing paid,education,2978,no known savings,>=7,1,female div/dep/mar,none,2,car,36,none,own,2,unskilled resident,2,yes,yes,good
2122,<0,12,existing paid,radio/tv,2124,<100,>=7,1,male single,none,4,life insurance,34,none,rent,1,skilled,1,none,yes,good
2123,<0,6,delayed previously,radio/tv,1188,<100,>=7,2,male single,co applicant,2,no known property,38,none,own,1,skilled,1,yes,yes,good
2124,0<=X<200,33,delayed previously,radio/tv,1542,<100,unemployed,4,male single,none,1,life insurance,52,none,for free,2,skilled,1,yes,no,good
2125,no checking,12,critical/other existing credit,furniture/equipment,2708,no known savings,>=7,4,male div/sep,none,4,real estate,61,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
2126,no checking,4,existing paid,furniture/equipment,727,<100,>=7,4,female div/dep/mar,none,4,car,61,none,for free,1,unskilled resident,1,none,yes,bad
2127,<0,18,existing paid,new car,1530,no known savings,4<=X<7,1,female div/dep/mar,none,1,car,32,none,for free,2,skilled,1,none,yes,good
2128,0<=X<200,21,critical/other existing credit,business,1175,no known savings,4<=X<7,2,male single,none,2,car,31,bank,own,1,unskilled resident,1,yes,yes,bad
2129,0<=X<200,12,existing paid,used car,1743,<100,1<=X<4,4,male single,none,4,car,23,none,own,1,skilled,2,none,yes,good
2130,no checking,12,existing paid,retraining,3857,no known savings,4<=X<7,1,male div/sep,none,4,car,40,none,own,2,skilled,1,yes,yes,good
2131,no checking,24,existing paid,new car,12169,<100,>=7,1,male single,none,4,life insurance,68,stores,own,2,high qualif/self emp/mgmt,1,none,yes,bad
2132,>=200,18,existing paid,furniture/equipment,7253,100<=X<500,>=7,4,male single,none,2,real estate,38,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
2133,no checking,18,all paid,radio/tv,3535,<100,<1,4,male single,none,4,real estate,33,none,own,2,unskilled resident,1,yes,yes,good
2134,0<=X<200,12,existing paid,education,338,<100,1<=X<4,3,male single,none,4,no known property,23,bank,rent,2,skilled,2,none,yes,bad
2135,0<=X<200,30,critical/other existing credit,furniture/equipment,1258,no known savings,1<=X<4,3,male single,none,4,life insurance,31,none,own,1,skilled,1,yes,yes,bad
2136,no checking,24,existing paid,business,717,<100,<1,4,female div/dep/mar,none,3,no known property,67,none,own,1,skilled,2,none,yes,good
2137,no checking,12,delayed previously,new car,3913,<100,1<=X<4,4,male single,none,4,car,36,none,own,1,skilled,1,none,no,good
2138,0<=X<200,6,all paid,furniture/equipment,4042,<100,unemployed,4,female div/dep/mar,co applicant,1,no known property,35,none,own,2,skilled,1,none,yes,good
2139,no checking,18,delayed previously,education,2146,no known savings,<1,1,female div/dep/mar,none,2,real estate,37,none,own,2,skilled,2,yes,yes,good
2140,>=200,42,critical/other existing credit,furniture/equipment,1823,<100,1<=X<4,2,male single,none,4,no known property,26,none,own,3,high qualif/self emp/mgmt,1,none,yes,good
2141,no checking,24,critical/other existing credit,new car,3857,<100,4<=X<7,2,male single,none,2,car,32,none,own,1,skilled,2,none,yes,good
2142,no checking,10,critical/other existing credit,radio/tv,1352,<100,1<=X<4,1,male single,guarantor,4,no known property,30,bank,own,1,skilled,2,none,yes,good
2143,no checking,12,no credits/all paid,new car,1471,100<=X<500,4<=X<7,1,male single,none,2,real estate,38,none,own,1,skilled,1,yes,no,bad
2144,0<=X<200,36,delayed previously,radio/tv,2745,<100,1<=X<4,2,male single,none,4,real estate,28,none,own,1,skilled,1,yes,yes,bad
2145,no checking,36,existing paid,furniture/equipment,1295,>=1000,4<=X<7,4,male single,none,1,car,28,none,own,2,skilled,1,yes,yes,good
2146,0<=X<200,18,no credits/all paid,furniture/equipment,3939,<100,1<=X<4,3,male single,guarantor,2,car,39,none,own,1,skilled,1,none,yes,bad
2147,0<=X<200,10,no credits/all paid,used car,2751,no known savings,1<=X<4,4,male single,none,2,car,40,none,own,2,skilled,1,yes,yes,good
2148,0<=X<200,24,existing paid,used car,12579,no known savings,>=7,2,male single,none,3,car,35,bank,own,1,skilled,2,yes,yes,good
2149,no checking,10,existing paid,used car,3780,500<=X<1000,>=7,4,male div/sep,none,4,real estate,23,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
